Date,Open,High,Low,Close,Adj Close,Volume
2010-03-19,533.419983,534.450012,528.200012,530.530029,530.530029,5212410000
2010-03-22,529.219971,533.869995,527.330017,532.760010,532.760010,4261680000
2010-03-23,533.169983,537.270020,532.210022,536.969971,536.969971,4411640000
2010-03-24,536.250000,536.900024,533.539978,534.440002,534.440002,4705750000
2010-03-25,535.559998,541.090027,534.150024,534.469971,534.469971,5668900000
2010-03-26,535.280029,538.179993,532.750000,534.809998,534.809998,4708420000
2010-03-29,535.330017,538.010010,535.330017,537.090027,537.090027,4375580000
2010-03-30,537.469971,539.090027,535.150024,536.809998,536.809998,4085000000
2010-03-31,536.210022,537.059998,533.280029,534.909973,534.909973,4484340000
2010-04-01,535.609985,539.960022,535.130005,538.400024,538.400024,4006870000
2010-04-05,538.539978,542.030029,538.539978,541.590027,541.590027,3881620000
2010-04-06,540.960022,543.630005,539.750000,542.479980,542.479980,4086180000
2010-04-07,541.859985,542.700012,537.229980,539.590027,539.590027,5101430000
2010-04-08,539.349976,543.169983,536.820007,542.020020,542.020020,4726970000
2010-04-09,542.619995,545.650024,542.619995,545.460022,545.460022,4511570000
2010-04-12,545.729980,547.989990,545.729980,546.700012,546.700012,4607090000
2010-04-13,546.349976,547.750000,543.409973,546.880005,546.880005,5403580000
2010-04-14,547.700012,553.020020,547.700012,553.020020,553.020020,5760040000
2010-04-15,553.159973,554.789978,552.419983,553.869995,553.869995,5995330000
2010-04-16,552.979980,552.989990,542.520020,544.679993,544.679993,8108470000
2010-04-19,544.669983,548.150024,541.710022,547.989990,547.989990,6597740000
2010-04-20,548.559998,552.330017,548.559998,551.080017,551.080017,5316590000
2010-04-21,551.070007,553.299988,546.919983,550.049988,550.049988,5724310000
2010-04-22,548.260010,550.150024,542.659973,549.359985,549.359985,6035780000
2010-04-23,548.890015,552.679993,547.640015,552.659973,552.659973,5326060000
2010-04-26,552.609985,553.380005,549.799988,550.179993,550.179993,5647760000
2010-04-27,549.000000,550.030029,537.070007,538.130005,538.130005,7454540000
2010-04-28,538.330017,543.750000,537.460022,542.049988,542.049988,6342310000
2010-04-29,542.909973,550.090027,542.909973,548.760010,548.760010,6059410000
2010-04-30,548.840027,549.570007,540.049988,540.280029,540.280029,6048260000
2010-05-03,541.150024,548.500000,541.150024,547.049988,547.049988,4938050000
2010-05-04,544.729980,544.729980,532.299988,534.789978,534.789978,6594720000
2010-05-05,532.140015,535.320007,528.260010,531.450012,531.450012,6795940000
2010-05-06,530.650024,531.650024,483.959991,513.799988,513.799988,10617810000
2010-05-07,513.239990,516.960022,498.799988,506.750000,506.750000,9472910000
2010-05-10,512.369995,530.380005,512.369995,527.409973,527.409973,6893700000
2010-05-11,526.049988,532.260010,522.059998,525.549988,525.549988,5842550000
2010-05-12,525.400024,532.440002,525.400024,531.750000,531.750000,5225460000
2010-05-13,530.960022,532.479980,524.710022,525.320007,525.320007,4870640000
2010-05-14,525.179993,525.179993,511.859985,516.190002,516.190002,6126400000
2010-05-17,516.450012,518.070007,506.760010,516.330017,516.330017,5922920000
2010-05-18,516.940002,520.859985,507.410004,509.190002,509.190002,6170840000
2010-05-19,508.779999,510.359985,501.279999,507.230011,507.230011,6765800000
2010-05-20,503.190002,503.190002,487.929993,487.929993,487.929993,8328570000
2010-05-21,485.769989,495.190002,480.549988,494.309998,494.309998,5452130000
2010-05-24,493.079987,495.380005,487.609985,488.109985,488.109985,5224040000
2010-05-25,485.140015,488.369995,473.579987,487.970001,487.970001,7329580000
2010-05-26,488.790009,494.760010,483.130005,484.119995,484.119995,4521050000
2010-05-27,487.230011,499.350006,487.230011,499.079987,499.079987,5698460000
2010-05-28,498.940002,498.940002,491.309998,493.059998,493.059998,4871210000
2010-06-01,492.239990,496.119995,485.790009,486.239990,486.239990,5271480000
2010-06-02,487.579987,498.190002,486.959991,498.040009,498.040009,5026360000
2010-06-03,498.350006,500.989990,494.489990,499.160004,499.160004,4995970000
2010-06-04,497.269989,497.269989,481.220001,483.420013,483.420013,6180580000
2010-06-07,483.750000,485.769989,476.570007,476.869995,476.869995,5467560000
2010-06-08,477.149994,482.839996,473.579987,482.299988,482.299988,6192750000
2010-06-09,482.640015,487.899994,477.079987,478.609985,478.609985,5983200000
2010-06-10,479.820007,492.019989,479.820007,491.420013,491.420013,5144780000
2010-06-11,489.299988,493.320007,487.239990,493.019989,493.019989,4059280000
2010-06-14,494.690002,498.820007,491.260010,491.450012,491.450012,4425830000
2010-06-15,491.970001,502.720001,491.970001,502.589996,502.589996,4644490000
2010-06-16,502.209991,504.170013,499.239990,502.600006,502.600006,5002600000
2010-06-17,503.269989,504.089996,499.059998,503.540009,503.540009,4557760000
2010-06-18,503.700012,505.989990,502.989990,504.700012,504.700012,4555360000
2010-06-21,507.500000,510.640015,500.769989,502.859985,502.859985,4514360000
2010-06-22,503.119995,505.179993,495.750000,496.190002,496.190002,4514380000
2010-06-23,496.290009,497.859985,492.260010,494.399994,494.399994,4526150000
2010-06-24,493.950012,493.950012,485.660004,486.670013,486.670013,4814830000
2010-06-25,487.420013,490.320007,483.980011,486.619995,486.619995,5128840000
2010-06-28,486.959991,489.529999,484.809998,486.179993,486.179993,3896410000
2010-06-29,484.600006,484.600006,469.600006,472.390015,472.390015,6136700000
2010-06-30,472.109985,474.910004,466.519989,467.649994,467.649994,5067080000
2010-07-01,467.980011,468.869995,459.290009,465.750000,465.750000,6435770000
2010-07-02,465.929993,468.000000,460.579987,463.839996,463.839996,3968500000
2010-07-06,466.970001,472.570007,462.700012,467.119995,467.119995,4691240000
2010-07-07,467.309998,481.299988,467.309998,481.000000,481.000000,4931220000
2010-07-08,482.489990,485.920013,480.309998,485.640015,485.640015,4548460000
2010-07-09,485.910004,488.850006,484.690002,488.779999,488.779999,3506570000
2010-07-12,488.579987,490.359985,486.350006,490.079987,490.079987,3426990000
2010-07-13,490.769989,498.899994,490.769989,497.000000,497.000000,4640460000
2010-07-14,497.339996,499.160004,494.109985,497.470001,497.470001,4521050000
2010-07-15,496.970001,499.179993,491.029999,498.119995,498.119995,4552470000
2010-07-16,496.660004,496.660004,483.630005,484.209991,484.209991,5297350000
2010-07-19,485.130005,488.369995,482.750000,486.760010,486.760010,4089500000
2010-07-20,483.320007,491.869995,480.269989,491.630005,491.630005,4713280000
2010-07-21,493.619995,494.609985,484.010010,485.959991,485.959991,4747180000
2010-07-22,487.209991,498.570007,487.209991,496.670013,496.670013,4826900000
2010-07-23,495.920013,500.420013,494.000000,499.829987,499.829987,4524570000
2010-07-26,499.869995,504.910004,499.329987,504.910004,504.910004,4009650000
2010-07-27,506.190002,508.410004,504.109985,505.890015,505.890015,4725690000
2010-07-28,505.459991,506.410004,501.739990,502.970001,502.970001,4002390000
2010-07-29,503.850006,507.200012,497.230011,501.019989,501.019989,4612420000
2010-07-30,499.540009,502.839996,495.329987,500.559998,500.559998,4006450000
2010-08-02,503.739990,512.369995,503.739990,511.630005,511.630005,4144180000
2010-08-03,511.369995,511.649994,508.140015,509.850006,509.850006,4071820000
2010-08-04,509.850006,512.789978,509.040009,512.020020,512.020020,4057850000
2010-08-05,511.589996,511.589996,508.429993,511.239990,511.239990,3685560000
2010-08-06,509.579987,509.940002,503.239990,509.459991,509.459991,3857890000
2010-08-09,509.809998,512.630005,508.790009,511.839996,511.839996,3979360000
2010-08-10,509.399994,511.799988,504.850006,509.000000,509.000000,3979360000
2010-08-11,507.239990,507.239990,495.109985,495.480011,495.480011,4511860000
2010-08-12,491.329987,494.130005,489.750000,492.570007,492.570007,4521050000
2010-08-13,492.019989,493.600006,490.429993,490.589996,490.589996,3328890000
2010-08-16,490.010010,492.309998,486.410004,490.730011,490.730011,3142450000
2010-08-17,491.359985,499.410004,491.359985,495.679993,495.679993,3968210000
2010-08-18,495.549988,499.179993,492.880005,496.450012,496.450012,3724260000
2010-08-19,495.720001,495.720001,485.920013,488.239990,488.239990,4290540000
2010-08-20,488.239990,488.239990,482.959991,485.859985,485.859985,3761570000
2010-08-23,486.609985,490.429993,484.200012,484.359985,484.359985,3210950000
2010-08-24,482.440002,482.440002,475.489990,477.440002,477.440002,4436330000
2010-08-25,476.140015,480.570007,472.420013,478.670013,478.670013,4360190000
2010-08-26,479.019989,480.950012,474.029999,474.769989,474.769989,3646710000
2010-08-27,475.649994,482.279999,471.720001,481.950012,481.950012,4102460000
2010-08-30,481.250000,481.980011,475.260010,475.350006,475.350006,2917990000
2010-08-31,474.390015,478.089996,471.839996,475.730011,475.730011,4038770000
2010-09-01,475.820007,489.480011,475.820007,489.040009,489.040009,4396880000
2010-09-02,489.220001,492.510010,488.820007,492.500000,492.500000,3704210000
2010-09-03,494.220001,499.089996,494.220001,498.959991,498.959991,3534500000
2010-09-07,498.190002,498.190002,493.390015,493.679993,493.679993,3107380000
2010-09-08,493.820007,498.709991,493.820007,496.779999,496.779999,3224640000
2010-09-09,497.720001,502.239990,497.720001,499.799988,499.799988,3387770000
2010-09-10,499.899994,502.890015,499.739990,502.260010,502.260010,3061160000
2010-09-13,504.250000,508.489990,504.250000,507.570007,507.570007,4521050000
2010-09-14,507.220001,509.730011,504.690002,506.660004,506.660004,4521050000
2010-09-15,506.029999,509.299988,504.130005,508.559998,508.559998,3369840000
2010-09-16,507.989990,509.239990,505.890015,508.929993,508.929993,3364080000
2010-09-17,509.910004,512.190002,508.209991,509.040009,509.040009,4086140000
2010-09-20,509.369995,517.419983,509.369995,516.359985,516.359985,3364080000
2010-09-21,516.400024,519.640015,514.140015,515.530029,515.530029,4175660000
2010-09-22,515.380005,517.809998,512.609985,513.830017,513.830017,3911070000
2010-09-23,512.479980,514.669983,508.480011,509.459991,509.459991,3847850000
2010-09-24,512.830017,519.500000,512.830017,519.340027,519.340027,4123950000
2010-09-27,519.330017,520.159973,516.440002,516.489990,516.489990,3587860000
2010-09-28,516.539978,519.179993,512.140015,518.010010,518.010010,4025840000
2010-09-29,517.750000,518.150024,514.510010,516.309998,516.309998,3990280000
2010-09-30,516.820007,521.830017,512.630005,514.659973,514.659973,4284160000
2010-10-01,515.739990,518.820007,514.229980,517.219971,517.219971,4298910000
2010-10-04,516.580017,518.159973,511.350006,513.309998,513.309998,3604110000
2010-10-05,515.140015,524.520020,515.140015,523.659973,523.659973,4068840000
2010-10-06,523.210022,525.090027,522.109985,524.469971,524.469971,4073160000
2010-10-07,525.059998,526.130005,520.690002,523.390015,523.390015,3910550000
2010-10-08,523.590027,527.380005,522.340027,526.270020,526.270020,3871420000
2010-10-11,526.400024,527.770020,524.650024,526.219971,526.219971,3118110000
2010-10-12,525.690002,529.849976,522.349976,528.539978,528.539978,4076170000
2010-10-13,529.150024,534.809998,529.150024,531.859985,531.859985,4969410000
2010-10-14,531.719971,531.799988,526.679993,530.020020,530.020020,4969410000
2010-10-15,532.320007,533.380005,526.789978,530.780029,530.780029,5724910000
2010-10-18,531.239990,535.650024,530.090027,535.229980,535.229980,4450050000
2010-10-19,531.789978,531.979980,524.169983,526.979980,526.979980,5600120000
2010-10-20,527.270020,534.650024,527.270020,532.440002,532.440002,5027880000
2010-10-21,533.030029,537.450012,529.349976,533.469971,533.469971,4625470000
2010-10-22,533.440002,534.900024,532.650024,534.190002,534.190002,3177890000
2010-10-25,534.869995,539.710022,534.659973,534.880005,534.880005,4221380000
2010-10-26,534.599976,536.020020,531.979980,535.369995,535.369995,4203680000
2010-10-27,534.580017,534.580017,528.900024,533.489990,533.489990,4335670000
2010-10-28,534.340027,536.320007,531.440002,534.270020,534.270020,4283460000
2010-10-29,534.599976,534.599976,531.929993,533.080017,533.080017,3537880000
2010-11-01,534.340027,538.869995,530.960022,533.849976,533.849976,4129180000
2010-11-02,535.650024,538.710022,535.650024,537.539978,537.539978,3866200000
2010-11-03,537.799988,540.390015,533.929993,540.210022,540.210022,4665480000
2010-11-04,540.450012,550.880005,540.450012,550.780029,550.780029,5695470000
2010-11-05,550.750000,553.090027,550.010010,552.700012,552.700012,5637460000
2010-11-08,551.469971,552.330017,549.210022,551.659973,551.659973,3937230000
2010-11-09,551.690002,553.099976,545.799988,547.760010,547.760010,4848040000
2010-11-10,547.609985,549.909973,543.510010,549.719971,549.719971,4561300000
2010-11-11,546.690002,547.239990,542.919983,546.440002,546.440002,3931120000
2010-11-12,544.510010,545.250000,538.030029,540.219971,540.219971,4213620000
2010-11-15,540.739990,543.770020,539.299988,539.619995,539.619995,3503370000
2010-11-16,538.299988,538.299988,528.929993,531.419983,531.419983,5116380000
2010-11-17,531.469971,533.239990,529.729980,530.809998,530.809998,3904780000
2010-11-18,533.429993,540.409973,533.429993,539.039978,539.039978,4687260000
2010-11-19,538.869995,540.119995,535.719971,539.989990,539.989990,3675390000
2010-11-22,539.549988,539.549988,532.239990,538.169983,538.169983,3689500000
2010-11-23,535.989990,535.989990,528.929993,530.650024,530.650024,4133070000
2010-11-24,531.760010,537.960022,531.760010,537.799988,537.799988,3384250000
2010-11-26,536.190002,536.190002,532.659973,533.590027,533.590027,1613820000
2010-11-29,533.409973,534.619995,527.010010,533.429993,533.429993,3673450000
2010-11-30,531.299988,532.919983,527.409973,529.729980,529.729980,4284700000
2010-12-01,532.429993,541.969971,532.429993,541.200012,541.200012,4548110000
2010-12-02,541.619995,547.909973,541.619995,547.520020,547.520020,4970800000
2010-12-03,546.840027,549.109985,545.359985,548.820007,548.820007,3735780000
2010-12-06,548.710022,549.619995,547.520020,548.309998,548.309998,3527370000
2010-12-07,549.919983,553.570007,548.590027,548.780029,548.780029,6970630000
2010-12-08,549.409973,551.729980,547.409973,551.559998,551.559998,4607590000
2010-12-09,552.280029,554.330017,551.010010,553.940002,553.940002,4522510000
2010-12-10,554.159973,557.270020,553.780029,557.270020,557.270020,4547310000
2010-12-13,558.250000,560.659973,557.739990,557.809998,557.809998,4361240000
2010-12-14,558.460022,560.789978,557.090027,558.640015,558.640015,4132350000
2010-12-15,558.640015,559.750000,555.530029,556.229980,556.229980,4407340000
2010-12-16,556.750000,559.789978,555.299988,559.400024,559.400024,4736820000
2010-12-17,559.890015,560.280029,557.750000,559.489990,559.489990,4632470000
2010-12-20,560.280029,562.229980,558.380005,560.539978,560.539978,3548140000
2010-12-21,561.469971,564.340027,561.469971,563.690002,563.690002,3479670000
2010-12-22,563.820007,566.159973,563.820007,565.960022,565.960022,1285590000
2010-12-23,565.380005,566.020020,564.140015,565.429993,565.429993,2515020000
2010-12-27,564.729980,566.090027,563.250000,565.650024,565.650024,1992470000
2010-12-28,566.380005,567.270020,565.580017,566.500000,566.500000,2478450000
2010-12-29,566.659973,568.250000,566.659973,566.780029,566.780029,2214380000
2010-12-30,566.630005,567.169983,564.780029,565.619995,565.619995,1970720000
2010-12-31,565.119995,566.489990,564.000000,565.900024,565.900024,1799770000
2011-01-03,565.890015,574.020020,565.890015,572.229980,572.229980,4286670000
2011-01-04,572.869995,573.580017,569.809998,573.229980,573.229980,4796420000
2011-01-05,572.840027,576.630005,571.130005,576.000000,576.000000,4764920000
2011-01-06,575.729980,576.539978,572.989990,574.729980,574.729980,4844100000
2011-01-07,574.840027,575.809998,569.090027,573.380005,573.380005,4963110000
2011-01-10,573.169983,573.169983,569.400024,572.099976,572.099976,4036450000
2011-01-11,573.299988,575.159973,571.650024,573.840027,573.840027,4050750000
2011-01-12,574.280029,579.520020,574.280029,579.169983,579.169983,4226940000
2011-01-13,579.119995,579.169983,576.159973,577.739990,577.739990,4310840000
2011-01-14,577.580017,582.320007,576.700012,582.320007,582.320007,4661590000
2011-01-18,582.349976,583.039978,580.309998,582.340027,582.340027,5284990000
2011-01-19,582.520020,582.570007,576.030029,577.469971,577.469971,4743710000
2011-01-20,577.030029,578.830017,573.309998,577.469971,577.469971,4935320000
2011-01-21,579.330017,582.590027,579.020020,579.549988,579.549988,4935320000
2011-01-24,579.440002,583.289978,579.299988,582.960022,582.960022,3902470000
2011-01-25,581.750000,583.349976,578.669983,583.299988,583.299988,4595380000
2011-01-26,583.630005,586.469971,583.479980,584.880005,584.880005,4730980000
2011-01-27,585.309998,586.530029,583.599976,585.719971,585.719971,4309190000
2011-01-28,585.630005,586.979980,575.119995,575.640015,575.640015,5618630000
2011-01-31,575.710022,579.520020,575.270020,579.229980,579.229980,4167160000
2011-02-01,580.520020,590.150024,580.520020,589.539978,589.539978,5164500000
2011-02-02,589.099976,589.190002,587.250000,587.780029,587.780029,4098260000
2011-02-03,587.270020,589.890015,583.729980,589.099976,589.099976,4370990000
2011-02-04,588.940002,589.750000,586.020020,589.690002,589.690002,3925950000
2011-02-07,590.159973,595.130005,590.159973,593.679993,593.679993,3902270000
2011-02-08,593.429993,596.440002,592.210022,596.270020,596.270020,3881530000
2011-02-09,595.489990,596.309998,591.890015,594.859985,594.859985,3922240000
2011-02-10,593.469971,594.030029,589.929993,593.669983,593.669983,4184610000
2011-02-11,592.390015,597.429993,591.229980,596.599976,596.599976,4219300000
2011-02-14,596.359985,598.570007,595.669983,598.260010,598.260010,3567040000
2011-02-15,597.669983,597.669983,594.580017,596.460022,596.460022,3926860000
2011-02-16,596.960022,600.210022,596.710022,599.820007,599.820007,1966450000
2011-02-17,598.989990,601.780029,597.330017,601.320007,601.320007,1966450000
2011-02-18,601.340027,602.770020,600.330017,602.489990,602.489990,1162310000
2011-02-22,600.640015,600.640015,589.479980,591.369995,591.369995,1322780000
2011-02-23,591.390015,592.260010,585.520020,588.559998,588.559998,1330340000
2011-02-24,588.309998,589.080017,582.190002,587.289978,587.289978,1222900000
2011-02-25,587.700012,593.000000,587.700012,592.250000,592.250000,3836030000
2011-02-28,593.030029,597.030029,593.030029,595.960022,595.960022,1252850000
2011-03-01,596.630005,598.219971,587.070007,587.200012,587.200012,1180420000
2011-03-02,586.869995,590.289978,585.359985,587.650024,587.650024,1025000000
2011-03-03,589.280029,598.080017,589.280029,597.409973,597.409973,4340470000
2011-03-04,597.479980,597.580017,588.719971,592.539978,592.539978,4223740000
2011-03-07,593.099976,595.229980,585.580017,588.099976,588.099976,3964730000
2011-03-08,588.630005,595.169983,587.080017,593.369995,593.369995,4531420000
2011-03-09,592.869995,594.390015,589.650024,592.799988,592.799988,3709520000
2011-03-10,591.219971,591.219971,581.080017,581.729980,581.729980,4723020000
2011-03-11,581.010010,587.320007,580.049988,585.340027,585.340027,3740400000
2011-03-14,584.150024,584.150024,577.210022,581.929993,581.929993,4050370000
2011-03-15,578.190002,578.190002,566.380005,575.200012,575.200012,5201400000
2011-03-16,574.190002,574.190002,559.229980,562.510010,562.510010,5833000000
2011-03-17,564.559998,572.719971,564.559998,570.719971,570.719971,4134950000
2011-03-18,571.989990,577.440002,571.770020,572.929993,572.929993,4685500000
2011-03-21,574.179993,582.880005,574.179993,581.630005,581.630005,4223730000
2011-03-22,581.640015,581.869995,579.190002,579.679993,579.679993,3576550000
2011-03-23,579.169983,582.770020,575.669983,581.500000,581.500000,3842350000
2011-03-24,582.520020,587.179993,581.669983,586.369995,586.369995,4223740000
2011-03-25,587.400024,590.169983,586.679993,587.890015,587.890015,4223740000
2011-03-28,588.580017,591.119995,587.049988,587.049988,587.049988,3215170000
2011-03-29,586.710022,590.830017,585.039978,590.820007,590.820007,3482580000
2011-03-30,591.450012,596.250000,591.450012,594.320007,594.320007,3809570000
2011-03-31,594.049988,595.099976,592.719971,592.719971,592.719971,3566270000
2011-04-01,594.299988,597.479980,593.590027,595.020020,595.020020,4223740000
2011-04-04,595.369995,596.900024,593.809998,595.330017,595.330017,4223740000
2011-04-05,595.000000,597.440002,593.950012,595.080017,595.080017,3852280000
2011-04-06,596.359985,597.989990,594.960022,596.789978,596.789978,4223740000
2011-04-07,596.650024,598.280029,592.919983,596.200012,596.200012,4005600000
2011-04-08,597.109985,598.650024,592.210022,594.429993,594.429993,3582810000
2011-04-11,594.630005,596.950012,591.460022,592.900024,592.900024,3478970000
2011-04-12,592.080017,592.080017,586.059998,588.320007,588.320007,4275490000
2011-04-13,588.239990,591.190002,585.630005,587.700012,587.700012,3850860000
2011-04-14,586.580017,588.559998,582.489990,587.320007,587.320007,3872630000
2011-04-15,587.309998,590.309998,586.700012,588.559998,588.559998,4223740000
2011-04-18,585.880005,585.880005,577.559998,582.500000,582.500000,4223740000
2011-04-19,582.739990,585.989990,581.969971,585.890015,585.890015,3886300000
2011-04-20,588.940002,594.260010,588.940002,593.020020,593.020020,4236280000
2011-04-21,594.270020,595.960022,593.969971,595.799988,595.799988,3587240000
2011-04-25,595.659973,595.859985,593.539978,595.190002,595.190002,2142130000
2011-04-26,595.659973,601.570007,595.659973,600.619995,600.619995,3908060000
2011-04-27,601.250000,605.640015,599.780029,604.669983,604.669983,4051570000
2011-04-28,603.880005,607.109985,603.409973,606.659973,606.659973,4036820000
2011-04-29,606.479980,608.570007,605.969971,608.330017,608.330017,3479070000
2011-05-02,608.619995,611.059998,605.799988,607.059998,607.059998,3846250000
2011-05-03,606.650024,607.690002,603.049988,606.280029,606.280029,4223740000
2011-05-04,605.900024,605.900024,599.690002,602.200012,602.200012,4223740000
2011-05-05,601.090027,601.200012,592.559998,595.380005,595.380005,3846250000
2011-05-06,597.390015,603.289978,595.429993,597.320007,597.320007,4223740000
2011-05-09,597.320007,600.750000,596.169983,599.190002,599.190002,4265250000
2011-05-10,599.739990,604.299988,599.739990,603.239990,603.239990,4223740000
2011-05-11,601.789978,601.789978,594.080017,596.489990,596.489990,3846250000
2011-05-12,595.190002,599.919983,591.669983,598.830017,598.830017,3777210000
2011-05-13,598.960022,599.500000,592.210022,594.200012,594.200012,3426660000
2011-05-16,592.909973,596.200012,589.270020,590.260010,590.260010,3846250000
2011-05-17,588.830017,590.940002,585.770020,590.510010,590.510010,4053970000
2011-05-18,590.340027,595.590027,589.320007,595.020020,595.020020,3922030000
2011-05-19,595.650024,597.549988,593.090027,596.169983,596.169983,3626110000
2011-05-20,595.510010,595.510010,590.669983,591.349976,591.349976,4066020000
2011-05-23,590.849976,590.849976,582.619995,584.820007,584.820007,3255580000
2011-05-24,584.919983,587.400024,583.609985,584.760010,584.760010,3846250000
2011-05-25,584.840027,588.880005,582.979980,586.409973,586.409973,4109670000
2011-05-26,586.400024,589.510010,583.489990,587.929993,587.929993,3259470000
2011-05-27,587.929993,592.169983,587.929993,590.429993,590.429993,3124560000
2011-05-31,590.789978,597.320007,590.789978,597.320007,597.320007,4696240000
2011-06-01,597.280029,597.280029,583.849976,584.260010,584.260010,4241090000
2011-06-02,584.299988,585.679993,580.119995,583.229980,583.229980,3762170000
2011-06-03,583.229980,583.229980,576.919983,578.500000,578.500000,3505030000
2011-06-06,578.650024,578.650024,571.969971,572.799988,572.799988,3555980000
2011-06-07,572.809998,576.419983,570.950012,571.049988,571.049988,3846250000
2011-06-08,571.049988,572.929993,568.849976,569.890015,569.890015,3970810000
2011-06-09,569.890015,576.669983,569.890015,574.000000,574.000000,3332510000
2011-06-10,573.880005,573.880005,564.919983,566.530029,566.530029,3846250000
2011-06-13,566.690002,570.099976,564.969971,567.739990,567.739990,4132520000
2011-06-14,567.739990,576.150024,567.739990,573.809998,573.809998,3500280000
2011-06-15,573.809998,573.809998,562.380005,564.130005,564.130005,4070500000
2011-06-16,564.140015,568.289978,561.570007,565.640015,565.640015,3846250000
2011-06-17,566.349976,571.159973,565.159973,567.039978,567.039978,4916460000
2011-06-20,567.039978,570.559998,565.059998,569.590027,569.590027,3464660000
2011-06-21,569.739990,577.460022,569.739990,576.340027,576.340027,4056150000
2011-06-22,576.320007,577.590027,572.320007,572.460022,572.460022,3718420000
2011-06-23,571.890015,571.890015,562.039978,570.729980,570.729980,4983450000
2011-06-24,570.309998,570.679993,563.250000,563.619995,563.619995,3665340000
2011-06-27,563.659973,571.760010,563.640015,569.200012,569.200012,3479070000
2011-06-28,569.250000,576.200012,569.250000,576.109985,576.109985,3681500000
2011-06-29,576.109985,581.840027,576.109985,581.049988,581.049988,4347540000
2011-06-30,581.289978,587.789978,581.289978,587.309998,587.309998,4200500000
